Title	Description
예비고2 수학!!! 과외가 좋아요 학원이 좋아요?	... 수학을 너무 못하고 힘들어하고 있습니다. 지금 학원을... 그래도 계속 질문하니까 죄송하긴 하지만 저도 수학... 성질급한 수학을 배우고 있는 것 같아요. 이제 한달... 중요한 수학과목에서 개념을 확실히 짚어주지 않고 있으며 - 설상... 
중2 수학 문제집	"... 수학의 바이블이 좋아보이던데 수학의 바이블 괜찮나요?  안녕하세요 수박씨 멘토입니다. 수학 문제집은 현재 수학의 기본이 잘 안 잡혀 있으면 비상에서 나온 개념플러스 유형(라이트)편을, 개념 정리와 다양한 유형의 문제를 많이... "
"중학교 1학년 수학, 집합"	"중학교 1학년 수학, 집합과자연수 문제 1개만 풀어주세요(풀이과정 자세하게) Q.민지네 반 35명의 학생 중에서 수학을 좋아하는 학생은 19명, 영어를 좋아하는 학생은15명, 두 과목 모두 좋아하지 않는 학생은 7명이다. 이 때, 수학은... "
수학이 너무 좋아요.	"제가 중학교 2학년이 되고 나서 수학이 너무 좋아졌어요. 복잡한 수학식이나 수학과 관련된 영화 또는 사이트 아시는것 있으면 답변 부탁드려요. (사이트는 수학과 관련된 사이트, 수학 사진이나 어려운 공식같은게 많은 사진이 있는곳 뭐... "
제가 수학을 좋아하는데...	"제가 수학을 좋아하는데, 좋아하는거에 비해서 많이 못해요. 그래서 이 이야기를 말했더니 좋아하는것과 잘하는것은 다르다고 하고, 좋아한다고 해서 잘하는거 아니다. 뭐 이렇게 말하더라고요... 그리고 뭐 몇몇 사람들은 장난스럽게... "
학교 수학 선생님이 좋아요ㅜㅜㅜ	"제가 여자고 수학 선생님도 여자라 좀 웃길 수도 있지만 수학 선생님이 대박좋아요,, 수학 선생님은 키도 크시고 얼굴이 딱 봤을 때 반할 얼굴은 아니고요 볼수록 매력있고 한 쪽은 무쌍 한 쪽은 속쌍에 긴 눈매를 가지고 계시고 코도... "
중학교 수학 문제집	... 그리고 체크체크 수학도 좋아요. 체크체크는 본교제와 워크북이라는 걸로 두개로 나누어 지는데요. 워크북은 계산/개녕/잘틀리는 문제 등을 잡아줘서 좋아요. 거기다 서술형까지 있으니 금상첨화네요. 물론 제 느낌이구요. ^^~ 일단... 
초등 수학 어떤브랜드가 좋아요???	"디딤돌이나 왕수학, 올림수학 ...주변에서 이런 것들 많이 하더군요... 그중에서 어떤게 좋은가요?? 각 브랜드의... 제가 왕수학 다니거든요. 보충 진짜 많이 해줘요. 짜증날 정도로요. 내가 다니는 왕수학만 그런건지는 모르겠지만요.... "
개념원리 수학 좋나요?	제가 수학 공부하려 하는대요 개념원리 수학 좋아요? 좋다면 개념원리랑 같이 공부할 책도 써주세요  많은 사람들이 개념원리 보죠ㅋㅋ 개념원리 좋아요~ 몇학년이세요? 완자도 괜찮은것 같던데.. 음 그래도 무엇보다는 한가지 문제집... 
고1 수학과외 안늦었나요?	... 제가 다른 건 그냥 평범한데 특히 수학 성적이 완전 안 좋아요ㅠ 기초가 안 잡혀 있어요. 엄마가 과외라도 알아 보는 게 어떻겠냐고 하셔서.. 고민 중이거든요 근데 딱히 알아 보려 해도 어떻게 알아봐야 하나 싶어서요. 친구들한테... 
정말 수학 잘 하고 싶어요	... 근데 수학을 잘하는건 아닌데 정말 수학이 좋아요 수학 공부할때마다 그렇게 좋아요 근데 선생님은 전 안된다고 비웃기만해요 원래 문돌이 였는데 수학 잘하고싶고 이과로 옮겼어요 그런데 결과가 너무 안좋아요 다른 진로... 
개념원리 수학 좋나요?	제가 수학 공부하려 하는대요 개념원리 수학 좋아요? 좋다면 개념원리랑 같이 공부할 책도 써주세요  개념 원리 좋습니다 .... 개념 원리랑 같이 하실거면요 .. 개념원리는 초보적인 수준부터 끌어 올리는거니 고난도 수학 (지학사 꺼) 풀어... 
바라보는데 김포 영어과외 수학과외 어디가 좋아요?	아이는 아직은 중학생이지만 고등학교 과정 진도 나가면서 현재 수준에 맞는 수학진도로 복습해주고 선행나가주는 수학과외 원해요 김포수학과외 찾는 김에 이번에 김포영어과외 까지 알아보려고합니다 진도 빨리 빼주실 수 있는... 
안양 고1 수학과외 영어과외 구해봅니다	... 지금 1학기 내신성적이 너무 안좋아 안양수학과외 안양영어과외 생각중입니다 너무 비싸면 엄마가 안된다고 하는데 어디로 알아보는게 좋을까요? 유지에 유용한 학습보조도구로 활용할 수 있다. 가능성에 대한 연구(임정훈·성은모... 
중1 수학...	... 그리고 음 투탑 중1수학도 좋아요. 제가 다 어릴때 풀었던거에요. 저도 독학을 했었는데. 수학만 100점이 나오더군요. 지금 만약 고등학교꺼 바로들어가시면 아무것도 모르시고 막막하실꺼에요. 그러시니까요 힘들더라도... 
저는 수학이 너무 좋아요......ㅡㅡ	전 수학이 아주 재미있어요 언어나 암기과목은 최악이져;; 제가 이번에... 문과수학만해서 사실 과탐하구 수학2는 하나도모르죠;; 그래서 그냥 인문계로... 선택물리는 말안해도 아실거라 믿구여ㅡㅡ 수학은 공수랑 수1은 문과보다... 
수학학원 보내려고 하는데여 화봉동 쪽도 좋아요	... 이여도 좋아요  안녕하세요 울산 송정지구 안에 있는 수학학원이자 영어학원이에요! 화봉고등학교 학생들이 많이 다니고 있어요. 중학생이나 고등 내신 위주로 지도하고 있으며 문자나 전화를 주시면 꼼꼼하게 상담이 가능해요.... 
부평구 산곡동 남남수 수학학원이 그렇게 좋아요?	"... 어떻점이 좋아요?? 남남수 수학학원이 수학성적 45점맞은 학생은 98점으로, 52점짜리를 100점으로, 80점대를 90점 후반으로 올렸다고 광고하고 다니는데.... 사실인가요???? ( 이건 구라인듯-_-;;) 학원 수업방식좀 자세히 설명해주세요!!!... "
특강수학 !!!!!!!!!!!!!	"특강수학 좋아요 ? 제가 중학교 올라와서부터 공부를 안 했는데... 초등학교 때부터 수학을 무지 싫어했거든요, 그래서 중학교 때부터 연을 끊었는데... 중3되니까 참 막막하더군요. 배운 게 없어서... 정말 공부 좀 할 껄 이라는 생각 밖에... "
수학학원 어디가 괜찮아요?	... 수학 좀 열심히 해볼라구요 초 4수학이 어렵다잖아요 괜찮은 수학학원 추천 좀 해주세요 지점 있는거면 더 좋구요 교재나 뭐 그런거 괜찮은데로 샘들 좋구요  사시는 위치를 안적어주셧는데 강남사시면 대치동에 손정희수학좋아요!
"물상,수학기초 잡는법 !"	"... 님이 수학을 좋아 하신다 그러셧는데요 그러면 수학 쉬워집니다. 저도 엤날에는 수학 싫었거든요, 근데 중2 겨울방학때 10-가,나 와 수1 을 살짝 배우니깐 정말 재미있어지더군요, 그래서 수학에 관심이 많아지고 한문제라도 더... "
고2 수학여행 캐리어 뭐가 좋아여??	말그대로 이제 수학여행을 가서 캐리어 사려구요 20인치 사려는데 그냥 검색하면 뭔가 딱딱해보이는 디자인밖에 안보여서ㅜ 조금이라도 귀엽거나 이쁜 디자인 요소가 있는거로 추천해주세요!!  이런거... 
수학이 너무 좋아요.	"... 그런 기분때문이인거 같기도합니다, 하지만 내가 이걸 풀어서 맞았다는게 또, 뿌듯하고 그런 것 때문에 수학을 너무 좋아하는거같습니다. 학교에서도 수학경시반이고 교장선생님도 제 이름압니다. 전 나중에 수학쪽으로... "
수학 계산 노트에다 하는게 좋아요??	수학 계산 노트에다 하는게 좋아요?? 제 생각은 노트는 크고 넓은데 나중에 시험 칠때 자리가 너무 작아서 적응이 안되지 않나요.? 저희학교 시험지가 막 수능 칠때 그 종이처럼 막 큰게 아니라서요..  음....6칸짜리 수학공책쓰시거나 그... 
수학학원 어디가 좋아요?	"제가 개신동 푸르지오 아파트에 사는데 수학학원 어디가 좋아요? 그리고 논술학원도 좀 추천해 주세요 종합학원 끊고 수학학원 다니려고 그러는데 이사와서 잘 모르겠어요 참고로 중학생입니다 올림수학학원이 좋다는데,, 그래도,, 잘... "
수학 좋아하시는 분들 ㅠㅠ 질문 있습니다.	"... 수학 좋아하시는 분들 수학 좋아 할 방법 없나요? 지금 이 글을 보시는 ........... 수학을 좋아하시는 분들 게임보다 수학이 좋나요? 수학 정말 좋아할 수 있는 방법 없을까요?  쉬운 문제부터 푸세요,,^^ 일단 수학에 대해 자신감을... "
수학 질문합니다! (빠를수록 좋아요 :))	"승준이와 유진이가 같은 집에서 동시에 출발하여 서로 반대 방향으로 직선 도로를 따라 걷고 있는데 승준이는 시속 4km, 유진이는 시속 6km로 걸을 때, 승준이와 유진이가 3.5km 이상 떨어지려면 몇 분 이상 걸어야하는가?... "
동백에 수학학원 어디가 좋아요? 지금 중1인데... 	... 동백초등수학학원 예비중 예비고 고1 고2 고3 중1 중2 중3 수행평가대비 수행평가잘하는곳 동백중등영어학원 동백중등수학학원 동백고등영어학원 동백고등수학학원... 기흥구초등수학학원 기흥구중등영어학원 기흥구중등수학학원... 
중2 수학 문제집	... 수학의 바이블이 좋아보이던데 수학의 바이블 괜찮나요? 수학은 개념이해+문제유형이 필수입니다 개념서는 개념원리 수학의바이블 문제집은 난이도 순서로 rpm 쎈 일품 에이급수학 추천 합니다 이 포스팅은 쿠팡 파트너스 활동의... 
수학 포기	"... 사실상 수학을 포기한다한들 대학을 못가진않아요 단지 학교 최저등급맞춘다고 성적을 내는거지,, 대학교도 높은곳아니고 그냥 가시는거라면 사실상 수학포기하셔도됩니다 저도 수학은 좋아는했지만 점수가 안나왔는데도... "
어려운수학문제 풀면 머리가 좋아 지나요?	어려운수학문제 풀면 머리가 좋아 지나요?  물론입니다. 그리고 머리가 좋아짐은 아이큐나 다른 창의성 테스트로 합니다. 대개 수학적 원리에 따라 측정하므로 어려운 수학문제를 풀면 점수가 올라갈 수 밖에 없습니다.
15살만 답 해주세요 님들은 수학이랑	15살만 답 해주세요 님들은 수학이랑 영어 중에 뭐가 더 좋아요? 둘 다 싫어요 금지 수학이 더 좋아요 전 도형이 쉬어갖고 
[내공] 수학 학원 어디가 좋아요?	"... 수학 학원을 다니려고 합니다... 단순히 내신을 위해서 다니는 학원이 아닌, 심화된 내용과 경시대회 정도의... 수학경시대회문제등 여러문제를 가르키고요 또한 중학교 3학년때부터 sky반(s=서울대,k=고려대,y=연세대)반을 만들어... "
예비중 수학 인터넷 강의좀 추천해주세요 !	"... 제가 수학 인터넷강의를 보려고 하는데 어떤걸 해야할지 잘 모르겠어요,, 제가 수학을 안좋아 하는편이지만? 상위권 입니다.. 추천 부탁 드려요 !  수학은 학생의 스타일과 현재 상태를 명확히 알고 선택을 하셔야 해요. 인강은... "
고1 수학과외 안늦었나요?	... 제가 다른 건 그냥 평범한데 특히 수학 성적이 완전 안 좋아요ㅠ 기초가 안 잡혀 있어요. 엄마가 과외라도 알아 보는 게 어떻겠냐고 하셔서.. 고민 중이거든요 근데 딱히 알아 보려 해도 어떻게 알아봐야 하나 싶어서요. 친구들한테... 
"사고력 수학 학원 어디가 좋아요? 와이즈만, 소마... "	아이의 사고력을 길러줄까하고 수학학원을 알아보고... 유명하지만 수학 수업도 훌륭하다고 하는데 어떤가요?... 그저 학교 수학시간에 수업 잘 따라가고 사고력이... 시매쓰는 수학만 와이즈만은 수학 과학을 다루는 곳입니다. 그래서... 
수학교육과 수학과	... 수학에 엄청난 재능이 있어서 희망을 하는건 아니고 수학을 좋아하고 문제를 풀때 기분이 좋아요! 수학교육과 간다면 진로는 중학교 수학선생님을 희망합니다! 그런데 임용고시가 힘들다고 많이들 말하더라구요 그래서 중학교... 
6학년 수학 도와주세요~~	"... => 48*(2/3)= 32(명)<체육 좋아하는학생> 32*(3/4)= 24(명)<수학 좋아하는학생> 2.반비례관계인 것을 모두 구하시오. => 답;3,4 1.원의 지름과 원주 < 지름 , 지름*π> 2.한개에 400원인 아이스크림의 수와 아이스크림의값 3.넓이가... "
"수학은 못하는데 사고력은 좋아요,"	"... 저 정말 수학 ... 못하거든요 ㅠㅠ 많이요, 정말..ㅠ 시험보면, 아예 못풀구요.. 수학만 보면 어지럽고.,, 옛날에는... 수학을 배우는 못적은 사고력, 다시말해 생각하는 힘을... 전 정말 저를 알고 싶어요, 수학,, 포기한지 오래됐구... "
예비중 중1수학 내공50	예비중인데여 인강을 들으면서 풀 수 있는 중1수학 문제집 좀 추천해주세요  디딤돌 최상위 수학이 좋아요.개념이나 유형 같은 문제들은 인강이 없지만 마지막에 나오는 문제들은 어려운 문제를 유튜브로 찾아보거나 QR을 찍으면... 
송정동 과 탄벌동 영어과외 수학과외 어디가 좋아요?	"경기 광주 송정동수학과외 송정동영어과외 추천... 영어,수학 잘따라가고는 있는데 고등선행을 준비해주고 싶어서... 송정동수학 영어과외 또는 가까운 탄벌동영어과외 탄벌동수학과외 추천 부탁드려 봅니다.  안녕하세요^^ 8년동안... "
50일 수학 노베이스한테 쓰기 좋아요?	... 50일 수학 완전 노베이스에게 쓰기 좋아요?  진도를 목표로 한다면 학원을 가시면 진도 엄청빠르게 빼줍니다. 그러나 결국 성적을 올리려면 수준을 올려야 합니다. 조급하게 마음먹지 마시고 천천히 하나하나 단계를 밟으세요. 시간이... 
6학년12월 점프올 수학문제요...	"... 이중 4분의3은 체육을 좋아하고,나머지의 3분의2는 수학을 좋아 한다고 합니다.수학을 좋아하는 학생은 몇명인가요??? 7.넓이가36제곱센치미터인 정사각형이 있습니다.이 사각형의 한 변의 길이를 각각 2분의1로 줄이면... "
수학학원 보내려고 하는데여 화봉동 쪽도 좋아요	안녕하세요 울산 송정영어학원 보내려고 하는데요 화봉고 1학년 친구이고 학원은 처음으로 다니려고 하고 있어요 송정수학학원 고등 내신 위주로 잘 가르치는 곳 아시는 분 알려주세요 화봉동 쪽 이여도 좋아요  질문 꼼꼼하게... 
화명동 수학학원 잘가르쳐주면 좋아요~	... 그런데 수학에 자신이 없어용ㅜㅜ 그래서 슈학학원을 다니려고 하는데 어디로 다녀야 할지 수학학원 결정을... 화명동수학학원 화명동고등학생수학학원 화명동수학학원추천 학습적으로 또한 멘토 선생님으로서 적극적으로... 
구리에 영어 수학학원 어디가 좋아요?	... 영어랑 수학 학원을 보내고 싶은데 어디로 보내야할지 막막합니다. 정보도... 영어 수학학원 좀 알려주세요~~~ 최촌마을가기전 캔수학학원을추천드리구요... 애플영어학원에서길건너캔수학학원이있기때문에눈앞에바로보여요... 
수학 잘 하는 법	수학 잘 하는 법 알려주세요 곱하기 암산도 제대로 못하고 이해력 기억력 다 안 좋아요 어떻게 하면 수학 잘하고 친구들하고 문제 같이 풀까요 맨날 수학시간엔 화장실 가는척 애들 수학풀때 빠져있어요 쉬운 문제집(개념 +유형) 이런거... 
수학과외 영어과외 초중고학생들 재밌게 가르치면 좋아... 	... 아이들이 좋아할 것 같네요 세남매를 키우다보니 좀 재밌고 유쾌하게 수업 하길 원하는데 혹시 가능하실까요??  안녕하세요^^ 유쾌하고 발랄한 교사 꽃샌님입니다. 신불당수학과외 경력11년차로 오랜기간 아이들 내신과 학습관리를... 
수학학원이 너무 않좋아요	수학학원이 너무 안좋아요 책에 나와있는 내용 읽어주고 문제푸는것만 반복해요 선행학습도 잘 못알려주고 칠판이 아닌 말로만 설명하고….6개월동안 다녔는데 날린 느낌이에요 충격받은건 반 5명중에 저만 중2고 나머지는... 
수학 잘하는 법좀 알려주세요 ㅜㅜ	... 예 필요합니다 독학을 위해 꼴찌도 1등만드는 책을 추천해주겠습니다 전 중3이고 중3 4월달부어 공부했는데 지금 수학이 좋아 수열을 하고있습니다. 물론 제가 공부하는 책은 현교육과정을 따르지않습니다. 2.노력해도 안되는데요... 
수학뉴런좋아여?	제목은 곳 내용  네 좋습니다
급함>>> 중곡동 수학 단과 학원 어디가 좋아요??	"... 사이구요, 수학이 다른과목에비해 점수가 좀 많이 떨어져 수학때문에 평균 다 깍아 먹어서ㅜㅜㅜㅜ 수학 단과를... 중곡동에서 수학단과 괜찮은 학원좀 추천해주세요^ -^*  전 면목동쪽으로 가는 중곡동 학원은 잘 모르지만 아마 제가... "
급함>>> 중곡동 수학 단과 학원 어디가 좋아요??	"... 사이구요, 수학이 다른과목에비해 점수가 좀 많이 떨어져 수학때문에 평균 다 깍아 먹어서ㅜㅜㅜㅜ 수학 단과를... 중곡동에서 수학단과 괜찮은 학원좀 추천해주세요^ -^*  용곡중학교애들은 대성학원, 전문가집단에 제일 많이 다니죠... "
중2수학문제집[독학]내공[20]	... 완자수학 좋나요?? 3.내공의힘은 해설잘나왓나요? 깔금하게해주시거나 좋은글써주시면 감사내공 ㄱㄱ  1. (지학사)특강수학 추천 2. 완자수학 좋아요 ^^ 3. 내공의힘은 해설이잘나왓어요 좋은글써주엇으니 감사내공 ㅅㄱ하실래요?
쎈 수학 효과	... 쎈 수학 언니가 추천해 준거라서.. 좀 믿을수가 없엇어요. 그래서 쎈 수학 효과점;; ㅎㅎ 답변해주세요 내공 100 걸어요.  쎈수학 좋아요 뮨제 유형도 좋고 근데 단점은 개념이 완전히 박혀있지 않은상태에서푸시면 소용없어요
"풀리는 수학, 풀리 이거 좋아요?"	제곧내제곧내  좋은데요?
중1 수학 독학	... 쎈 수학이 좋아고 하는데 정말인가요?  처음 중 1 과정을 배우는데 쎈을 풀기에는 어려울 수 있어요. 처음부터 어려운 문제집을 풀면 스트레스 받아요. 처음에는 개념을 공부하니 (개념+유형) 라이트 가 좋아요.
{30}대치동 수학학원 추천이요 내공30 내공올인~	... 대치동에 개념의힘 이란 수학학원 좋아요? 질문2. 개념의힘에 대해 설명해주세요 질문3. 다른 학원 추천요~( 페르마나 외고전문 학원 말고 고등부중심인데 추천해주세요) 학원 추천 하실떄 전화번호랑 그 학원이 어떤학원인지... 
예비고1 수학고민	안녕하세요 내년에 고등학교 올라가는 예비고1인데 제가 중학수학 성적이 좋아본 적이 없어서 요즘에 중학수학 총정리책으로 복습하고 있어요 근데 개념강의 들은 후에 문제를 푸는데 1문제라도 틀리면 자신감을 잃는편이에요... 그... 
"예비고1인데요, 수학문제집 뭐가 좋아요?"	"... 중3인 암울한 여아입니다 수학은 평소에 잘해도 시험만 치면 말아먹는... 그래서 고등학교 가서도 그 꼴 날것 같아서 고등학교 수학 혼자서라도 독학할... ^^ 제가 볼 땐 님에게는 나, 수학문제집이 딱 맞을 꺼 같은데... 문제가 유형별로... "
중1후반부부터의 수학선행	... 선행좀 진짜 제대로 알려주세요~ 참고로 저는 외고 준비하고 있어용~ 도와주세요!  쎈수학좋아요~~ㅋㅋ 난이도별로 나누어져있구요~ 기초문제들만풀어도 제학년가면 심화문제는 풀수는있을거에요^^ 저는 그랬다구요...
수학의 샘 좋아요?	좋아요????? 그저 그래요. 
수학정석.. 문제 좋아요?	"... 정석, 개념원리, 신사고 기본 학습서 등등 알려진 수학 참고서들은 모두 좋습니다~ 다만 개인적인 차이들이 있어서 어떤 책이 좋다,나쁘다 하는 것이죠~ 내용설명도 물론 중요하지만, 각 참고서들의 핵심은 앞의 기본설명을 확실히... "
중1후반부부터의 수학선행	... 선행좀 진짜 제대로 알려주세요~ 참고로 저는 외고 준비하고 있어용~ 도와주세요!  쎈수학좋아요~~ㅋㅋ 난이도별로 나누어져있구요~ 기초문제들만풀어도 제학년가면 심화문제는 풀수는있을거에요^^ 저는 그랬다구요...
고1 수학과외 안늦었나요?	... 제가 다른 건 그냥 평범한데 특히 수학 성적이 완전 안 좋아요ㅠ 기초가 안 잡혀 있어요. 엄마가 과외라도 알아 보는 게 어떻겠냐고 하셔서.. 고민 중이거든요 근데 딱히 알아 보려 해도 어떻게 알아봐야 하나 싶어서요. 친구들한테... 
수학학원 보내려고 하는데여 화봉동 쪽도 좋아요	... 이여도 좋아요 우리 학생을 위한 학원 알아보시네요! 울산송정 소규모 정예학원 영수학원 교육팀장입니다. (한양수자인 앞에 있어요) 질문에 대한 답변 드릴게요. 어떤 학원에 다니건 누구에게 어떻게 배우느냐가 중요합니다. 공장에서... 
어떤 수학문제집이 좋아요?	저는 중2예요 2학기 수학이 제일 어렵다고해서..왜 쟤가... 좀  수학은 공부안하다가 하루아침에 되는건 아닌데 아직 중 2니까 가능성은 있네요^^ 저도 수학 중 2때부터... 집에와서 수학을 잡고 하루에 3시간정도 했거든요 제자랑같네여... 
숙명여고 근처 수학학원	숙명여고 근처에 내신 잘봐주고 잘나오는 수학학원 있으면 알려주세요ㅜㅜ기초만 조금 되고있어서 빡세더라도 잘 나오면 좋아요 좋은 수학학원 알려주세요ㅠㅠ 숙명여고 내신에 맞는 안녕하세요 ~ 목동에서 잘가르치고 학생... 
"풀리는 수학, 풀리 이거 좋아요?"	제곧내제곧내  좋습니다
저는 수학이 너무 좋아요......ㅡㅡ	전 수학이 아주 재미있어요 언어나 암기과목은 최악이져;; 제가 이번에... 문과수학만해서 사실 과탐하구 수학2는 하나도모르죠;; 그래서 그냥 인문계로... 추천해 드리고 싶습니다. 아니면 수학을 잘 하신다니 경영학도 괜찮을 것 같습니다.
수학정석.. 문제 좋아요?	... 수학정석 문제 좋죠 그러니까 많이들 풀고 하겠죠? 그치만 그것만 풀어서는 안되요 보통 모의고사를 잘보는 사람들은 서점에 나와있는 문제집을 거의 다 풀어보죠 제가 아는오빠는 일년에 문제집 30권을 풀었다고..-_-; 우선 자신에게... 
화명동 수학학원 잘가르쳐주면 좋아요~	... 그런데 수학에 자신이 없어용ㅜㅜ 그래서 슈학학원을 다니려고 하는데 어디로 다녀야 할지 수학학원 결정을... 알려주셔용*^^*  수학학원은 시스템이 중요하지 않습니다.... 김정현수학입니다. 초등 고학년부터 고등부까지 연계성을... 
어떤 수학문제집이 좋아요?	저는 중2예요 2학기 수학이 제일 어렵다고해서..왜 쟤가 갑자기 공부를 할려는지는 잘모르는데;; 쟤 성적이 32예요..... 중학교 수학은 공식만알아도 풀수있는 문제가 많거든요. 혹시 시험이 좀 어려우시다면 뒤에어려운 문제도 꼭... 
수학과외 영어과외 초중고학생들 재밌게 가르치면 좋아... 	... 너무 어두운 느낌의 수업보다는 밝고 재밌는 과외선생님과 수업하면 아이들이 좋아할 것 같네요 세남매를 키우다보니 좀 재밌고 유쾌하게 수업 하길 원하는데 혹시 가능하실까요??  안녕하세요 불당동 부근 수학과외 영어과외... 
제발 도와주세요 심장이너무안좋아요	... 심장이너무안좋아요 오늘 수학여행으로 에버랜드갔는데 3일째였거든요 수학여행가기전에도 허리다리가안좋았는데 3일연속으로 하루종일 걸엇어요 근데 에버랜드에서 너무 뛰고 걷고하다보니 심장이 너무 안좋아요 배고파서... 
예비고2 수학!!! 과외가 좋아요 학원이 좋아요?	... 수학을 너무 못하고 힘들어하고 있습니다. 지금 학원을... 그래도 계속 질문하니까 죄송하긴 하지만 저도 수학... 성질급한 수학을 배우고 있는 것 같아요. 이제 한달... 더구나 님의 수준에서 수학 독학은 더욱 무리이기 때문에 혼자서... 
제가 학원 수학쌤을 좋아 하거든요..	... 학원 수학쌤을 좋아해요.. 좋아 하는데요... 선생님이 26 섯 이고요... 저는 14살 이거든요... 휴.... ㅠ.ㅠ 그런데요.. 제는 띠동갑이랑 결혼이 하고 싶어요. 어린나이데 이쌤이랑 하면 영원히 갈수 있따는 생각이 들구요.. 너무 좋거든요..... 
두산 중2수학책이좋아여 디딤돌중2 수학책이좋아여?	두산 중2수학책이좋아여 디딤돌중2 수학책이좋아여?  뭐 개인의 취향이 있는거지만.. 전 개인적으로 디딤돌 출판사꺼 좋아해요 편집도 괜찮고.. 어짜피 문제야 다 거기서 거기니까 서점가서 보시구 님이 더 맘에 드는거 푸시는게 꾸준히... 
평촌학원가 수학학원 어디가 좋아요..?	... 평촌 학원가에 수학학원 어디가 좋을까요...? 내신을 잡아줄수 있는... 첨삭도 해주시면 더 없이 좋겠구요..^^ 학원 추천 부탁드립니다~ 위드영수학원... 좋았어요. 위드영수학원 추천드려요. 영어 관도 따로있다고하더라고요. 
"6학년 수학 문제 12문제만 풀어주세요,,"	"... 반 전체의 사분의 일은 국어를 좋아하고, 그 나머지의 삼분의 이는 수학을 좋아 하고 그나머지의 육분의 일은 영어를 좋아합니다. 국어, 수학,영어 중에서 아무것도 좋아하지 안는 학생은 몇명입니까.? - 한 변의 길이가 24m인... "
부모님이 수학쌤인게 더 좋아요 아님 유명한... 	부모님이 수학쌤인게 더 좋아요 아님 유명한 치과의사인게 더 좋나요 그렇게 되면 물론 좋지만은 수학 선생님이 나 치과 의사가 아니더라도 마음이 따뜻한 부모님 이면 좋겠습니다 
고1 수학 공부법	"... 굳이 오답노트 하는데 문제 다 적고 풀이 다 적고 막 문제, 해설지 가위로 오려붙혀서 새로 오답노트 문제집 그러지마시고 상위권 아닌이상 시간낭비 너무 심하며 님이 모르는 부분만 공부하시는게 좋아요 ,또 수학 유형... "
수학 문제집 질문!	... 쎈 수학도 좋아보이던데.. 고 1 수학 심화책 추천좀요 ! 수학의 정석은 수학의 기본개념을 배우는 책이구요^^ 심화 문제집으로는 쎈도 좋아요^^ 난이도 별로 문제들이 많이 있거든요^^ 시험이 어렵다고 기본을 모르면 힘드니까... 정석은... 
수학여행 드라이기	"... 그러나 만약 여러분이 드라이기를 사용하시고 싶으시다면, 여러분들끼리 함께 사용하시는 것이 좋아요. 다만, 수학여행에서는 모든 것이 공유하고 사용하는 것이 일반적이므로, 다른 학생들과 협력해서 사용하는 것이 좋아요. 전체... "
중3인데요 수학학원 가는게 싫고 여름	... 할건하고 혼자 잘 하는편이고 수학 성적도 좋아요 학원을 안다니면 이해안가는거 해결 못하고 그러나요?  안녕하세요 질문자님 영수 개별맞춤전문과외 교육담당 위드쌤이라고 해요 ^^ 전혀 그렇지 않습니다 오히려 인강이나 특히나... 
초등수학 개념 알기 쉬운 방법	... 다 듣고 50일 수학 이어서 들으면 좋아요. 고등학생을 위한 중등수학 총정리거든요. 그리고 수학은 학생의 스타일과 현재 상태를 명확히 알고 선택을 하셔야 해요. 인강은 학생들이 이해를 했는지 선생님이 확인을 못합니다. 그래서... 
영어학원 수학학원 청송마을 쪽도 좋고 공부방도 좋아요	... 수학학원 보내볼까 하는데 주변에 잘하는곳이 있을까요?  고창마을 청솔마을 고창마을학원 고창마을수학학원... 국영수학원 영수학원 소수학원 일대일학원 1:1학원 코칭 푸른솔초 운유초 장기중학교 장기중 푸른솔중학교 푸른솔중... 
중랑구 신내동에서 초등수학은 어디가	중랑구 신내동에서 초등수학은 어디가 좋아요?  중랑구 신내동에서 초등수학은 어디가 좋아요? 수학의숲수림학원과 수학전문익스클래스학원이 후기가 좋아요 상담받고 결정하시길 바래요
중2 수학문제집	... 수학이 어려우시다면 개념부터잡는 '올리드' 좋아요 또 시험준비하신다면 '특급기출 수학' 도 좋아요 다 얇고 어려운 문제가 많이없어서 술술 풀리실거예요 저도 많이 도움됬어요ㅎㅎ좀 어러운거는 '적중100수학' 어려워요 그리고... 
'수학의 정석'어떤게 좋아요???	... 쎈수학 10-가 3개만하셔도 퍼펙트. (EBS사셔도 ~~ 좋아요) 영어 단어장 능률COVA어원편? 60日인가 그거 좋아요 영어단어 왠만큼 아시는 분이라면 ↑좋고요 아니라면 우선순위영단어 중학교과정 다 하세요 독해 리딩튜터가 젤 난듯;;... 
두산 중2수학책이좋아여 디딤돌중2 수학책이좋아여?	두산 중2수학책이좋아여 디딤돌중2 수학책이좋아여?  두산 보다 디딤돌이.. 정리도 잘 되어있고.. 가끔 어려운 문제도 있고.. 더 유익한 문제집인것 같습니다. 만약 구입하시려면 디딤돌 수학책을 사시는 게 좋을것 같네요.
"사고력 수학 학원 어디가 좋아요? 와이즈만, 소마... "	... 1년정도하니깐 스스로 학습이 가능하고 무엇보다 학습태도가 너무 좋아졌어요 스스로 학습이 가능해서 직장 갔다와도 걱정이 안된답니다. 그리고 수학을 너무 좋아해서 저는 대만족이예요. 전 초들6학년까지 꼭 보낼생각입니다.
